category,answer,pred,response
law,A,C,C
law,D,D,D
law,C,C,C
law,B,B,B
geomatics,B,A,A
geomatics,C,B,B
geomatics,C,D,D
geomatics,B,B,B
industrial_engineer,B,A,A
industrial_engineer,B,B,B
industrial_engineer,D,B,B
industrial_engineer,C,C,C
law,B,D,D
law,D,D,D
law,C,C,C
law,A,A,A
electrical_engineering,C,B,B
electrical_engineering,B,C,C
electrical_engineering,B,D,D
electrical_engineering,D,D,D
geomatics,B,B,B
geomatics,C,D,D
geomatics,D,D,D
geomatics,C,A,A
industrial_engineer,C,C,C
industrial_engineer,D,D,D
industrial_engineer,C,C,C
industrial_engineer,D,D,D
law,B,B,B
law,C,C,C
law,C,C,C
law,A,A,A
electrical_engineering,C,B,B
electrical_engineering,D,C,C
electrical_engineering,D,A,A
electrical_engineering,D,C,C
geomatics,D,B,B
geomatics,C,C,C
geomatics,D,B,B
geomatics,B,B,B
industrial_engineer,C,C,C
industrial_engineer,B,D,D
industrial_engineer,B,B,B
industrial_engineer,C,C,C
nondestructive_testing,D,D,D
nondestructive_testing,B,B,B
nondestructive_testing,B,B,B
nondestructive_testing,B,B,B
law,D,D,D
law,D,D,D
law,A,A,A
law,A,A,A
electrical_engineering,C,C,C
electrical_engineering,C,C,C
electrical_engineering,D,D,D
electrical_engineering,C,C,C
geomatics,D,D,D
geomatics,D,C,C
geomatics,C,B,B
geomatics,D,B,B
industrial_engineer,C,C,C
industrial_engineer,B,B,B
industrial_engineer,D,D,D
industrial_engineer,C,C,C
law,D,D,D
law,B,B,B
law,B,B,B
law,A,A,A
nondestructive_testing,D,D,D
nondestructive_testing,B,B,B
nondestructive_testing,C,D,D
nondestructive_testing,B,B,B
electrical_engineering,D,C,C
electrical_engineering,D,A,A
electrical_engineering,C,C,C
electrical_engineering,C,C,C
geomatics,B,B,B
geomatics,B,B,B
geomatics,D,D,D
geomatics,B,C,C
law,D,D,D
law,C,C,C
law,C,C,C
law,A,A,A
industrial_engineer,C,C,C
industrial_engineer,C,C,C
industrial_engineer,D,D,D
industrial_engineer,B,B,B
electrical_engineering,C,C,C
electrical_engineering,C,C,C
electrical_engineering,B,B,B
electrical_engineering,C,C,C
law,B,B,B
law,A,A,A
law,C,A,A
law,A,B,B
industrial_engineer,D,B,B
industrial_engineer,D,D,D
industrial_engineer,C,C,C
industrial_engineer,C,B,B
nondestructive_testing,C,D,D
nondestructive_testing,B,C,C
nondestructive_testing,D,C,C
nondestructive_testing,A,B,B
electrical_engineering,B,C,C
electrical_engineering,D,D,D
electrical_engineering,C,D,D
electrical_engineering,C,A,A
industrial_engineer,D,D,D
industrial_engineer,B,B,B
industrial_engineer,D,D,D
industrial_engineer,D,B,B
nondestructive_testing,B,B,B
nondestructive_testing,D,A,A
nondestructive_testing,D,D,D
nondestructive_testing,B,C,C
biology,D,B,B
biology,D,D,D
biology,A,A,A
biology,C,C,C
biology,D,D,D
biology,A,C,C
biology,D,B,B
biology,C,C,C
chemical_engineering,C,C,C
chemical_engineering,B,B,B
chemical_engineering,B,A,A
chemical_engineering,B,B,B
social_welfare,C,B,B
social_welfare,D,D,D
social_welfare,D,D,D
social_welfare,A,A,A
biology,D,D,D
biology,B,B,B
biology,A,A,A
biology,C,C,C
chemical_engineering,D,D,D
chemical_engineering,C,C,C
chemical_engineering,D,B,B
chemical_engineering,C,C,C
social_welfare,C,A,A
social_welfare,D,D,D
social_welfare,B,B,B
social_welfare,C,C,C
biology,C,C,C
biology,A,C,C
biology,D,B,B
biology,A,B,B
chemical_engineering,D,A,A
chemical_engineering,C,C,C
chemical_engineering,B,B,B
chemical_engineering,B,B,B
social_welfare,A,A,A
social_welfare,D,D,D
social_welfare,B,B,B
social_welfare,A,D,D
construction,D,B,B
construction,D,B,B
construction,C,D,D
construction,C,C,C
psychology,B,D,D
psychology,D,B,B
psychology,D,D,D
psychology,B,B,B
biology,C,C,C
biology,A,A,A
biology,B,B,B
biology,A,A,A
chemical_engineering,C,C,C
chemical_engineering,C,C,C
chemical_engineering,B,B,B
chemical_engineering,D,C,C
social_welfare,C,C,C
social_welfare,A,A,A
social_welfare,C,C,C
social_welfare,A,D,D
biology,B,B,B
biology,D,D,D
biology,B,A,A
biology,A,A,A
psychology,C,D,D
psychology,C,C,C
psychology,B,D,D
psychology,C,C,C
construction,C,A,A
construction,D,D,D
construction,C,C,C
construction,D,D,D
chemical_engineering,A,A,A
chemical_engineering,C,B,B
chemical_engineering,B,C,C
chemical_engineering,D,C,C
social_welfare,A,A,A
social_welfare,B,B,B
social_welfare,B,B,B
social_welfare,B,B,B
biology,B,B,B
biology,A,C,C
biology,B,B,B
biology,C,C,C
psychology,C,C,C
psychology,A,C,C
psychology,B,B,B
psychology,B,D,D
chemical_engineering,B,B,B
chemical_engineering,A,A,A
chemical_engineering,A,A,A
chemical_engineering,D,D,D
construction,D,D,D
construction,C,C,C
construction,B,A,A
construction,B,C,C
social_welfare,C,C,C
social_welfare,A,C,C
social_welfare,B,B,B
social_welfare,B,B,B
biology,D,D,D
biology,C,D,D
biology,A,A,A
biology,D,C,C
psychology,B,D,D
psychology,C,A,A
psychology,A,D,D
psychology,A,A,A
construction,D,D,D
construction,C,C,C
construction,B,B,B
construction,C,A,A
chemical_engineering,D,C,C
chemical_engineering,B,A,A
chemical_engineering,A,A,A
chemical_engineering,A,D,D
social_welfare,D,D,D
social_welfare,D,D,D
social_welfare,C,C,C
social_welfare,B,B,B
biology,B,C,C
biology,C,C,C
biology,C,C,C
biology,A,A,A
psychology,C,D,D
psychology,C,C,C
psychology,A,A,A
psychology,B,B,B
chemical_engineering,D,D,D
chemical_engineering,B,B,B
chemical_engineering,D,D,D
chemical_engineering,A,A,A
construction,B,B,B
construction,C,C,C
construction,C,C,C
construction,D,B,B
social_welfare,B,B,B
social_welfare,C,C,C
social_welfare,B,B,B
social_welfare,C,C,C
psychology,A,A,A
psychology,C,B,B
psychology,A,B,B
psychology,C,C,C
biology,D,D,D
biology,C,C,C
biology,C,B,B
biology,C,A,A
chemical_engineering,C,D,D
chemical_engineering,C,A,A
chemical_engineering,C,B,B
chemical_engineering,D,D,D
construction,D,B,B
construction,B,B,B
construction,B,A,A
construction,B,D,D
psychology,C,C,C
psychology,D,D,D
psychology,B,D,D
psychology,B,B,B
chemical_engineering,A,B,B
chemical_engineering,C,C,C
chemical_engineering,C,D,D
chemical_engineering,C,C,C
biology,A,A,A
biology,C,C,C
biology,C,C,C
biology,B,D,D
law,B,B,B
law,C,C,C
law,C,C,C
law,D,D,D
electrical_engineering,C,C,C
electrical_engineering,C,B,B
electrical_engineering,B,B,B
electrical_engineering,C,C,C
law,A,A,A
law,B,C,C
law,D,D,D
law,A,B,B
industrial_engineer,B,B,B
industrial_engineer,B,B,B
industrial_engineer,C,C,C
industrial_engineer,D,B,B
nondestructive_testing,D,D,D
nondestructive_testing,D,A,A
nondestructive_testing,C,C,C
nondestructive_testing,D,B,B
industrial_engineer,D,D,D
industrial_engineer,D,D,D
industrial_engineer,D,C,C
industrial_engineer,B,B,B
electrical_engineering,C,B,B
electrical_engineering,B,B,B
electrical_engineering,B,B,B
electrical_engineering,B,B,B
law,A,A,A
law,C,C,C
law,D,D,D
law,D,D,D
electrical_engineering,B,B,B
electrical_engineering,C,C,C
electrical_engineering,D,D,D
electrical_engineering,C,D,D
nondestructive_testing,D,B,B
nondestructive_testing,C,C,C
nondestructive_testing,D,A,A
nondestructive_testing,B,B,B
industrial_engineer,D,D,D
industrial_engineer,B,C,C
industrial_engineer,C,B,B
industrial_engineer,B,B,B
law,B,B,B
law,A,A,A
law,A,A,A
law,D,C,C
nondestructive_testing,C,B,B
nondestructive_testing,C,D,D
nondestructive_testing,D,C,C
nondestructive_testing,C,C,C
electrical_engineering,D,B,B
electrical_engineering,B,B,B
electrical_engineering,D,A,A
electrical_engineering,B,B,B
industrial_engineer,D,D,D
industrial_engineer,B,B,B
industrial_engineer,D,C,C
industrial_engineer,D,B,B
law,A,A,A
law,A,A,A
law,D,D,D
law,B,B,B
nondestructive_testing,A,B,B
nondestructive_testing,C,A,A
nondestructive_testing,D,C,C
nondestructive_testing,D,D,D
electrical_engineering,C,B,B
electrical_engineering,B,D,D
electrical_engineering,C,C,C
electrical_engineering,B,B,B
industrial_engineer,B,C,C
industrial_engineer,D,C,C
industrial_engineer,A,A,A
industrial_engineer,C,B,B
nondestructive_testing,D,D,D
nondestructive_testing,D,B,B
nondestructive_testing,C,C,C
nondestructive_testing,C,C,C
law,D,D,D
law,D,B,B
law,B,B,B
law,B,B,B
electrical_engineering,B,C,C
electrical_engineering,D,D,D
electrical_engineering,C,C,C
electrical_engineering,B,A,A
industrial_engineer,C,C,C
industrial_engineer,B,B,B
industrial_engineer,D,D,D
industrial_engineer,B,C,C
law,D,D,D
law,C,C,C
law,B,B,B
law,A,A,A
electrical_engineering,B,B,B
electrical_engineering,B,B,B
electrical_engineering,D,B,B
electrical_engineering,C,B,B
industrial_engineer,C,D,D
industrial_engineer,C,B,B
industrial_engineer,B,B,B
industrial_engineer,B,B,B
electrical_engineering,D,D,D
electrical_engineering,C,A,A
electrical_engineering,B,B,B
electrical_engineering,B,B,B
law,A,A,A
law,D,D,D
law,B,B,B
law,B,B,B
industrial_engineer,C,B,B
industrial_engineer,D,D,D
industrial_engineer,C,C,C
industrial_engineer,D,D,D
electrical_engineering,D,D,D
electrical_engineering,C,B,B
electrical_engineering,C,A,A
electrical_engineering,C,D,D
law,D,C,C
law,B,D,D
law,B,A,A
law,B,B,B
industrial_engineer,D,D,D
industrial_engineer,D,B,B
industrial_engineer,C,C,C
industrial_engineer,D,D,D
electrical_engineering,D,B,B
electrical_engineering,B,D,D
electrical_engineering,D,D,D
electrical_engineering,D,B,B
law,A,A,A
law,C,C,C
law,C,C,C
law,C,C,C
industrial_engineer,C,D,D
industrial_engineer,C,C,C
industrial_engineer,B,B,B
industrial_engineer,C,C,C
electrical_engineering,D,D,D
electrical_engineering,C,C,C
electrical_engineering,D,C,C
electrical_engineering,C,C,C
law,C,C,C
law,A,A,A
law,A,B,B
law,B,B,B
industrial_engineer,D,D,D
industrial_engineer,D,D,D
industrial_engineer,B,B,B
industrial_engineer,B,B,B
electrical_engineering,D,D,D
electrical_engineering,B,B,B
electrical_engineering,B,C,C
electrical_engineering,D,D,D
law,A,A,A
law,B,B,B
law,A,C,C
law,D,D,D
industrial_engineer,D,C,C
industrial_engineer,D,D,D
industrial_engineer,B,B,B
industrial_engineer,B,B,B
social_welfare,D,C,C
social_welfare,B,B,B
social_welfare,C,C,C
social_welfare,B,B,B
construction,B,B,B
construction,D,C,C
construction,C,D,D
construction,D,D,D
psychology,A,A,A
psychology,B,B,B
psychology,D,D,D
psychology,D,D,D
social_welfare,D,D,D
social_welfare,B,B,B
social_welfare,D,A,A
social_welfare,D,B,B
chemical_engineering,C,B,B
chemical_engineering,A,B,B
chemical_engineering,B,B,B
chemical_engineering,B,B,B
biology,C,B,B
biology,C,C,C
biology,B,B,B
biology,C,B,B
construction,C,C,C
construction,B,B,B
construction,B,B,B
construction,B,C,C
social_welfare,D,D,D
social_welfare,C,C,C
social_welfare,D,D,D
social_welfare,B,B,B
psychology,B,A,A
psychology,C,C,C
psychology,D,A,A
psychology,C,C,C
biology,B,B,B
biology,B,B,B
biology,C,C,C
biology,C,C,C
construction,C,D,D
construction,D,D,D
construction,C,C,C
construction,B,B,B
chemical_engineering,B,B,B
chemical_engineering,C,C,C
chemical_engineering,C,B,B
chemical_engineering,A,A,A
social_welfare,C,C,C
social_welfare,A,A,A
social_welfare,C,C,C
social_welfare,B,B,B
biology,A,A,A
biology,C,A,A
biology,C,C,C
biology,A,A,A
psychology,A,B,B
psychology,C,C,C
psychology,A,D,D
psychology,D,D,D
geomatics,C,B,B
geomatics,C,C,C
geomatics,B,C,C
geomatics,B,B,B
construction,B,B,B
construction,D,D,D
construction,B,B,B
construction,C,C,C
chemical_engineering,D,C,C
chemical_engineering,C,C,C
chemical_engineering,B,B,B
chemical_engineering,A,B,B
social_welfare,B,B,B
social_welfare,B,B,B
social_welfare,C,C,C
social_welfare,A,A,A
biology,C,C,C
biology,B,D,D
biology,A,A,A
biology,B,B,B
construction,D,D,D
construction,B,B,B
construction,D,D,D
construction,B,B,B
psychology,B,C,C
psychology,A,B,B
psychology,B,B,B
psychology,D,D,D
geomatics,C,D,D
geomatics,B,B,B
geomatics,D,D,D
geomatics,B,B,B
chemical_engineering,D,A,A
chemical_engineering,D,D,D
chemical_engineering,C,C,C
chemical_engineering,B,B,B
geomatics,B,C,C
geomatics,B,D,D
geomatics,C,B,B
geomatics,B,B,B
chemical_engineering,B,B,B
chemical_engineering,C,C,C
chemical_engineering,C,C,C
chemical_engineering,D,B,B
psychology,D,D,D
psychology,B,B,B
psychology,D,D,D
psychology,C,D,D
social_welfare,B,B,B
social_welfare,A,A,A
social_welfare,D,B,B
social_welfare,C,C,C
construction,B,B,B
construction,C,B,B
construction,C,C,C
construction,D,D,D
biology,D,C,C
biology,B,A,A
biology,B,B,B
biology,B,B,B
geomatics,C,A,A
geomatics,D,C,C
geomatics,C,C,C
geomatics,A,B,B
chemical_engineering,C,B,B
chemical_engineering,D,A,A
chemical_engineering,D,D,D
chemical_engineering,B,B,B
social_welfare,D,D,D
social_welfare,C,C,C
social_welfare,D,D,D
social_welfare,B,B,B
psychology,D,B,B
psychology,B,D,D
psychology,C,C,C
psychology,C,C,C
biology,C,C,C
biology,D,D,D
biology,B,B,B
biology,C,C,C
construction,B,B,B
construction,C,B,B
construction,B,C,C
construction,C,C,C
geomatics,B,B,B
geomatics,B,C,C
geomatics,D,B,B
geomatics,C,C,C
social_welfare,B,B,B
social_welfare,D,D,D
social_welfare,D,D,D
social_welfare,C,C,C
chemical_engineering,B,B,B
chemical_engineering,B,B,B
chemical_engineering,B,B,B
chemical_engineering,C,B,B
biology,B,B,B
biology,C,C,C
biology,A,A,A
biology,C,C,C
construction,B,B,B
construction,B,B,B
construction,B,B,B
construction,B,A,A
psychology,D,D,D
psychology,B,B,B
psychology,C,C,C
psychology,A,A,A
geomatics,B,B,B
geomatics,D,D,D
geomatics,B,C,C
geomatics,C,C,C
biology,A,C,C
biology,D,D,D
biology,B,C,C
biology,D,D,D
psychology,A,C,C
psychology,A,B,B
psychology,C,C,C
psychology,B,B,B
social_welfare,D,D,D
social_welfare,D,D,D
social_welfare,A,A,A
social_welfare,B,B,B
chemical_engineering,D,D,D
chemical_engineering,B,B,B
chemical_engineering,D,A,A
chemical_engineering,C,C,C
geomatics,B,D,D
geomatics,C,C,C
geomatics,A,B,B
geomatics,D,D,D
construction,D,D,D
construction,C,D,D
construction,B,B,B
construction,C,C,C
biology,A,A,A
biology,D,D,D
biology,A,A,A
biology,D,D,D
psychology,A,B,B
psychology,D,D,D
psychology,D,B,B
psychology,D,D,D
social_welfare,C,C,C
social_welfare,D,D,D
social_welfare,A,A,A
social_welfare,B,B,B
geomatics,B,B,B
geomatics,C,C,C
geomatics,B,B,B
geomatics,D,C,C
chemical_engineering,D,D,D
chemical_engineering,B,A,A
chemical_engineering,C,C,C
chemical_engineering,B,A,A
construction,D,D,D
construction,B,B,B
construction,B,D,D
construction,D,C,C
nondestructive_testing,C,C,C
nondestructive_testing,D,D,D
nondestructive_testing,C,C,C
nondestructive_testing,C,C,C
biology,B,B,B
biology,B,B,B
biology,C,C,C
biology,A,A,A
social_welfare,B,B,B
social_welfare,A,A,A
social_welfare,D,D,D
social_welfare,B,B,B
psychology,B,B,B
psychology,A,B,B
psychology,A,C,C
psychology,C,C,C
geomatics,B,B,B
geomatics,C,B,B
geomatics,C,C,C
geomatics,B,B,B
chemical_engineering,B,B,B
chemical_engineering,D,D,D
chemical_engineering,C,B,B
chemical_engineering,D,D,D
construction,C,B,B
construction,B,B,B
construction,D,C,C
construction,B,D,D
biology,B,B,B
biology,B,D,D
biology,B,B,B
biology,B,B,B
social_welfare,B,A,A
social_welfare,A,A,A
social_welfare,D,D,D
social_welfare,C,C,C
psychology,B,D,D
psychology,D,D,D
psychology,D,C,C
psychology,B,B,B
geomatics,B,D,D
geomatics,B,B,B
geomatics,D,C,C
geomatics,D,D,D
nondestructive_testing,D,D,D
nondestructive_testing,B,B,B
nondestructive_testing,C,C,C
nondestructive_testing,A,D,D
chemical_engineering,C,C,C
chemical_engineering,A,B,B
chemical_engineering,B,B,B
chemical_engineering,B,B,B
construction,B,B,B
construction,B,B,B
construction,B,C,C
construction,B,B,B
biology,C,C,C
biology,A,A,A
biology,D,D,D
biology,D,D,D
social_welfare,C,C,C
social_welfare,C,C,C
social_welfare,A,A,A
social_welfare,A,A,A
geomatics,B,B,B
geomatics,A,A,A
geomatics,D,C,C
geomatics,D,B,B
nondestructive_testing,D,B,B
nondestructive_testing,C,C,C
nondestructive_testing,C,D,D
nondestructive_testing,B,B,B
chemical_engineering,B,B,B
chemical_engineering,B,C,C
chemical_engineering,D,B,B
chemical_engineering,C,C,C
psychology,C,C,C
psychology,B,B,B
psychology,A,A,A
psychology,D,B,B
construction,C,C,C
construction,C,C,C
construction,C,B,B
construction,C,A,A
biology,D,D,D
biology,C,B,B
biology,C,B,B
biology,B,B,B
social_welfare,D,D,D
social_welfare,D,D,D
social_welfare,A,A,A
social_welfare,C,C,C
geomatics,D,B,B
geomatics,A,A,A
geomatics,D,A,A
geomatics,C,B,B
chemical_engineering,D,A,A
chemical_engineering,C,C,C
chemical_engineering,B,B,B
chemical_engineering,B,A,A
psychology,D,C,C
psychology,B,B,B
psychology,A,C,C
psychology,C,B,B
construction,D,B,B
construction,C,C,C
construction,D,D,D
construction,C,D,D
nondestructive_testing,D,D,D
nondestructive_testing,D,B,B
nondestructive_testing,C,B,B
nondestructive_testing,B,B,B
biology,C,B,B
biology,D,D,D
biology,B,C,C
biology,C,C,C
social_welfare,C,C,C
social_welfare,C,C,C
social_welfare,B,B,B
social_welfare,D,D,D
geomatics,B,B,B
geomatics,D,D,D
geomatics,D,D,D
geomatics,B,A,A
psychology,A,A,A
psychology,C,B,B
psychology,A,A,A
psychology,C,C,C
chemical_engineering,A,B,B
chemical_engineering,A,A,A
chemical_engineering,D,D,D
chemical_engineering,A,A,A
nondestructive_testing,C,D,D
nondestructive_testing,A,B,B
nondestructive_testing,A,A,A
nondestructive_testing,D,D,D
construction,B,A,A
construction,C,C,C
construction,D,C,C
construction,D,D,D
social_welfare,D,D,D
social_welfare,A,A,A
social_welfare,D,D,D
social_welfare,B,B,B
biology,C,C,C
biology,D,D,D
biology,B,B,B
biology,D,D,D
geomatics,C,B,B
geomatics,B,A,A
geomatics,B,B,B
geomatics,B,D,D
chemical_engineering,C,C,C
chemical_engineering,A,A,A
chemical_engineering,B,B,B
chemical_engineering,D,D,D
nondestructive_testing,D,D,D
nondestructive_testing,B,B,B
nondestructive_testing,A,D,D
nondestructive_testing,D,C,C
psychology,C,C,C
psychology,C,C,C
psychology,D,D,D
psychology,A,C,C
biology,A,A,A
biology,D,D,D
biology,A,B,B
biology,B,B,B
electrical_engineering,B,C,C
electrical_engineering,D,D,D
electrical_engineering,D,B,B
electrical_engineering,B,C,C
law,C,C,C
law,D,D,D
law,B,D,D
law,B,B,B
chemical_engineering,B,B,B
chemical_engineering,C,C,C
chemical_engineering,D,C,C
chemical_engineering,C,B,B
social_welfare,C,C,C
social_welfare,D,D,D
social_welfare,A,A,A
social_welfare,D,D,D
psychology,C,B,B
psychology,A,A,A
psychology,D,D,D
psychology,D,C,C
geomatics,D,C,C
geomatics,B,B,B
geomatics,C,B,B
geomatics,B,B,B
construction,C,B,B
construction,C,D,D
construction,C,D,D
construction,D,B,B
nondestructive_testing,B,C,C
nondestructive_testing,D,D,D
nondestructive_testing,D,D,D
nondestructive_testing,B,B,B
industrial_engineer,C,C,C
industrial_engineer,C,C,C
industrial_engineer,B,B,B
industrial_engineer,B,B,B
biology,B,C,C
biology,B,B,B
biology,C,C,C
biology,A,C,C
electrical_engineering,C,C,C
electrical_engineering,D,D,D
electrical_engineering,B,C,C
electrical_engineering,C,D,D
chemical_engineering,B,C,C
chemical_engineering,C,C,C
chemical_engineering,D,D,D
chemical_engineering,C,D,D
social_welfare,B,D,D
social_welfare,C,C,C
social_welfare,C,C,C
social_welfare,B,B,B
law,A,A,A
law,D,D,D
law,B,B,B
law,C,C,C
geomatics,D,D,D
geomatics,C,C,C
geomatics,B,B,B
geomatics,B,A,A
construction,C,B,B
construction,C,C,C
construction,D,D,D
construction,D,D,D
nondestructive_testing,D,D,D
nondestructive_testing,D,D,D
nondestructive_testing,C,C,C
nondestructive_testing,A,C,C
psychology,A,B,B
psychology,C,C,C
psychology,C,C,C
psychology,B,A,A
industrial_engineer,B,B,B
industrial_engineer,C,C,C
industrial_engineer,C,D,D
industrial_engineer,B,D,D
biology,A,A,A
biology,D,D,D
biology,D,D,D
biology,C,C,C
psychology,B,B,B
psychology,C,C,C
psychology,A,C,C
psychology,B,B,B
electrical_engineering,C,C,C
electrical_engineering,B,B,B
electrical_engineering,D,D,D
electrical_engineering,C,D,D
electrical_engineering,C,D,D
electrical_engineering,B,B,B
electrical_engineering,B,C,C
electrical_engineering,B,C,C
chemical_engineering,D,D,D
chemical_engineering,C,C,C
chemical_engineering,C,C,C
chemical_engineering,C,C,C
social_welfare,C,C,C
social_welfare,B,B,B
social_welfare,B,B,B
social_welfare,A,A,A
law,C,C,C
law,C,C,C
law,C,C,C
law,A,B,B
geomatics,A,A,A
geomatics,D,B,B
geomatics,D,D,D
geomatics,B,B,B
industrial_engineer,C,C,C
industrial_engineer,C,C,C
industrial_engineer,D,D,D
industrial_engineer,C,C,C
construction,D,B,B
construction,C,C,C
construction,C,C,C
construction,C,C,C
nondestructive_testing,C,C,C
nondestructive_testing,C,C,C
nondestructive_testing,D,D,D
nondestructive_testing,B,B,B
biology,C,C,C
biology,C,D,D
biology,A,A,A
biology,B,B,B
psychology,B,A,A
psychology,A,C,C
psychology,B,D,D
psychology,A,A,A
law,B,B,B
law,B,B,B
law,B,B,B
law,C,C,C
geomatics,B,C,C
geomatics,B,B,B
geomatics,D,D,D
geomatics,D,D,D
social_welfare,C,C,C
social_welfare,B,B,B
social_welfare,B,B,B
social_welfare,B,B,B
nondestructive_testing,D,D,D
nondestructive_testing,C,C,C
nondestructive_testing,A,A,A
nondestructive_testing,C,C,C
chemical_engineering,C,C,C
chemical_engineering,D,D,D
chemical_engineering,C,C,C
chemical_engineering,B,B,B
industrial_engineer,D,D,D
industrial_engineer,C,C,C
industrial_engineer,B,B,B
industrial_engineer,D,D,D
construction,B,A,A
construction,C,C,C
construction,C,B,B
construction,B,B,B
electrical_engineering,B,D,D
electrical_engineering,D,D,D
electrical_engineering,B,B,B
electrical_engineering,C,B,B
geomatics,D,C,C
geomatics,B,B,B
geomatics,C,D,D
geomatics,C,B,B
biology,D,C,C
biology,B,B,B
biology,C,C,C
biology,B,B,B
law,C,B,B
law,D,B,B
law,A,A,A
law,D,D,D
psychology,A,A,A
psychology,C,C,C
psychology,C,C,C
psychology,B,A,A
nondestructive_testing,B,B,B
nondestructive_testing,B,B,B
nondestructive_testing,D,D,D
nondestructive_testing,B,B,B
social_welfare,D,D,D
social_welfare,A,A,A
social_welfare,A,C,C
social_welfare,D,D,D
chemical_engineering,D,D,D
chemical_engineering,C,C,C
chemical_engineering,D,C,C
chemical_engineering,D,D,D
industrial_engineer,D,D,D
industrial_engineer,B,B,B
industrial_engineer,C,C,C
industrial_engineer,D,B,B
geomatics,D,D,D
geomatics,C,C,C
geomatics,D,C,C
geomatics,C,C,C
construction,C,C,C
construction,D,B,B
construction,C,B,B
construction,B,B,B
law,D,D,D
law,A,C,C
law,D,D,D
law,A,B,B
electrical_engineering,D,B,B
electrical_engineering,C,B,B
electrical_engineering,D,B,B
electrical_engineering,B,B,B
biology,C,C,C
biology,D,D,D
biology,D,D,D
biology,D,C,C
psychology,B,D,D
psychology,A,D,D
psychology,C,C,C
psychology,D,B,B
social_welfare,B,B,B
social_welfare,D,D,D
social_welfare,A,A,A
social_welfare,C,D,D
nondestructive_testing,B,B,B
nondestructive_testing,A,A,A
nondestructive_testing,A,A,A
nondestructive_testing,A,A,A
industrial_engineer,C,C,C
industrial_engineer,B,B,B
industrial_engineer,B,B,B
industrial_engineer,C,C,C
chemical_engineering,D,D,D
chemical_engineering,B,B,B
chemical_engineering,D,D,D
chemical_engineering,A,D,D
electrical_engineering,D,A,A
electrical_engineering,A,C,C
electrical_engineering,B,B,B
electrical_engineering,B,B,B
construction,D,D,D
construction,C,C,C
construction,B,B,B
construction,B,B,B
geomatics,C,C,C
geomatics,D,D,D
geomatics,B,B,B
geomatics,D,D,D
law,B,B,B
law,D,D,D
law,B,D,D
law,D,D,D
biology,B,B,B
biology,A,A,A
biology,D,D,D
biology,C,B,B
nondestructive_testing,B,D,D
nondestructive_testing,D,D,D
nondestructive_testing,B,B,B
nondestructive_testing,D,D,D
industrial_engineer,D,D,D
industrial_engineer,C,C,C
industrial_engineer,B,B,B
industrial_engineer,D,D,D
chemical_engineering,B,B,B
chemical_engineering,B,B,B
chemical_engineering,B,B,B
chemical_engineering,B,B,B
psychology,C,C,C
psychology,D,D,D
psychology,B,B,B
psychology,C,C,C
social_welfare,B,B,B
social_welfare,C,C,C
social_welfare,C,C,C
social_welfare,C,C,C
construction,D,B,B
construction,C,C,C
construction,D,D,D
construction,B,D,D
electrical_engineering,C,D,D
electrical_engineering,D,B,B
electrical_engineering,A,A,A
electrical_engineering,B,D,D
law,B,B,B
law,A,A,A
law,C,C,C
law,B,B,B
nondestructive_testing,D,D,D
nondestructive_testing,C,C,C
nondestructive_testing,A,A,A
nondestructive_testing,B,B,B
chemical_engineering,B,B,B
chemical_engineering,C,B,B
chemical_engineering,B,B,B
chemical_engineering,D,D,D
industrial_engineer,D,C,C
industrial_engineer,D,B,B
industrial_engineer,C,C,C
industrial_engineer,D,D,D
social_welfare,C,D,D
social_welfare,D,D,D
social_welfare,D,D,D
social_welfare,C,C,C
psychology,B,B,B
psychology,D,D,D
psychology,C,C,C
psychology,D,D,D
construction,C,C,C
construction,B,B,B
construction,D,A,A
construction,B,B,B
geomatics,B,B,B
geomatics,D,D,D
geomatics,D,B,B
geomatics,C,A,A
biology,C,B,B
biology,C,C,C
biology,C,C,C
biology,B,A,A
chemical_engineering,D,D,D
chemical_engineering,B,B,B
chemical_engineering,D,C,C
chemical_engineering,B,B,B
law,B,C,C
law,B,B,B
law,D,D,D
law,C,C,C
electrical_engineering,B,C,C
electrical_engineering,D,C,C
electrical_engineering,C,C,C
electrical_engineering,B,D,D
nondestructive_testing,B,B,B
nondestructive_testing,C,C,C
nondestructive_testing,C,C,C
nondestructive_testing,D,D,D
industrial_engineer,C,C,C
industrial_engineer,C,C,C
industrial_engineer,B,B,B
industrial_engineer,B,B,B
social_welfare,A,A,A
social_welfare,C,C,C
social_welfare,B,B,B
social_welfare,A,A,A
psychology,B,B,B
psychology,B,C,C
psychology,A,B,B
psychology,D,C,C
construction,B,B,B
construction,D,D,D
construction,D,D,D
construction,D,C,C
geomatics,D,B,B
geomatics,C,B,B
geomatics,D,D,D
geomatics,B,B,B
biology,B,C,C
biology,C,C,C
biology,B,B,B
biology,C,C,C
chemical_engineering,D,D,D
chemical_engineering,C,C,C
chemical_engineering,B,B,B
chemical_engineering,C,C,C
law,B,B,B
law,C,C,C
law,D,D,D
law,B,B,B
social_welfare,A,A,A
social_welfare,A,A,A
social_welfare,B,B,B
social_welfare,C,C,C
electrical_engineering,C,C,C
electrical_engineering,B,B,B
electrical_engineering,D,A,A
electrical_engineering,C,C,C
nondestructive_testing,A,A,A
nondestructive_testing,B,B,B
nondestructive_testing,C,C,C
nondestructive_testing,A,A,A
industrial_engineer,B,B,B
